param n:= 98 ;
param r:= 2 ;

param Tmax:= 1000 ;

param cant_clases:= 10 ;

param b:=
29	15.88	22.25	59.69	76.06	43.18	94.0	88.7	95.9	114.5	32.42	61.32	13.56	67.48	80.43	58.8	29.27	58.25	42.22	57.88	43.6	60.9	16.22	30.97	35.9	68.38	14.05	20.26	106.04	11.12	0.0	36.03	33.8	23.08	28.42	73.29	31.99	48.01	35.64	69.41	113.43	62.43	24.12	32.15	40.92	39.72	21.83	22.87	21.82	70.02	63.42	90.89	77.78	18.9	64.28	5.67	50.79	43.59	6.33	9.96	18.93	16.17	24.01	34.21	54.08	57.75	19.84	44.75	56.69	81.4	35.71	18.49	45.53	14.85	32.57	50.64	70.05	82.62	39.84	32.97	20.27	66.84	26.19	34.31	47.26	25.5	33.13	36.17	17.63	28.99	16.09	37.13	22.1	65.19	58.67	34.57	5.25	47.96	15.88
30	39.95	40.52	62.24	58.09	46.16	120.34	91.94	119.95	141.73	64.09	67.22	28.92	52.16	103.09	55.05	12.47	92.67	76.43	55.99	79.61	96.68	22.29	36.19	3.04	67.75	49.27	21.93	141.84	29.31	36.03	0.0	35.78	47.55	46.35	59.41	29.63	35.65	70.53	105.07	147.93	34.87	54.67	39.72	67.47	74.92	33.74	13.73	42.75	76.51	45.93	82.22	73.32	38.99	40.31	33.31	86.72	39.79	30.08	39.97	52.9	49.26	42.27	69.8	72.63	91.76	44.03	37.57	54.22	116.84	68.26	50.61	29.75	47.96	68.0	86.67	34.02	69.04	50.32	48.38	29.04	66.43	62.2	25.75	12.9	60.02	32.43	70.67	45.77	45.11	35.77	47.91	15.76	101.22	94.37	58.88	38.46	47.07	39.95
31	48.56	53.72	87.85	92.73	11.16	127.31	118.03	129.57	108.87	65.18	90.99	20.8	85.83	68.79	83.79	40.73	86.98	72.19	83.8	65.79	85.65	23.05	57.84	33.15	95.4	45.64	18.78	122.26	23.33	33.8	35.78	0.0	56.5	60.48	40.1	6.19	67.18	65.03	86.24	140.27	39.12	33.39	60.38	38.33	68.07	12.17	33.47	54.21	100.21	32.36	114.18	103.15	17.93	75.85	28.15	75.13	67.4	33.26	27.62	37.34	49.33	15.95	61.93	37.98	87.14	52.99	66.76	82.24	96.36	67.78	33.19	62.21	48.12	61.01	72.86	61.37	102.58	14.9	64.57	14.0	93.91	50.88	11.07	47.99	43.26	57.15	51.53	51.37	60.48	18.67	12.89	24.56	86.03	76.47	68.29	39.04	73.74	48.56
32	8.35	8.07	40.85	66.6	66.21	73.72	67.73	74.5	128.09	18.45	40.85	35.74	57.48	98.22	43.38	36.13	48.1	32.68	41.58	44.74	55.8	35.66	19.96	48.82	50.12	18.17	40.44	105.55	33.21	23.08	47.55	56.5	0.0	8.15	95.15	53.92	40.53	29.13	71.25	102.26	79.92	41.95	18.33	59.05	33.75	44.78	34.46	5.25	48.78	84.26	74.79	60.52	41.84	60.51	28.54	47.82	32.14	23.59	32.01	34.13	13.0	46.83	31.11	74.86	46.6	3.75	35.09	40.92	83.62	23.02	36.31	41.15	13.09	28.95	50.15	79.35	69.81	62.78	12.54	42.6	48.63	31.12	55.24	54.77	37.48	25.14	45.74	6.05	9.96	39.17	60.11	39.14	63.81	61.09	12.15	17.91	33.2	8.35
33	12.55	6.82	32.94	58.91	70.74	74.0	60.64	73.74	136.19	24.84	33.44	39.76	49.78	105.86	35.24	34.17	53.9	39.23	33.42	52.63	62.65	38.34	13.74	48.07	42.15	26.03	43.14	112.78	37.29	28.42	46.35	60.48	8.15	0.0	97.88	57.21	33.7	36.48	78.97	106.91	80.15	49.27	11.23	66.49	41.0	49.29	34.36	6.61	41.79	86.3	66.66	52.46	47.28	54.03	33.39	55.18	24.68	27.26	38.04	41.68	21.01	52.42	38.86	81.7	52.15	9.32	27.93	32.77	91.32	29.34	43.53	35.11	20.96	36.71	57.8	76.31	61.73	68.18	4.71	46.48	40.64	39.27	57.8	51.8	45.42	19.27	53.87	13.6	2.09	44.26	65.44	40.58	71.19	68.94	13.37	23.66	25.15	12.55
34	86.89	91.07	120.78	115.21	34.45	167.22	150.88	169.16	124.73	105.19	125.11	59.79	110.56	83.99	114.33	70.06	126.62	112.17	115.11	104.1	124.14	59.64	92.14	56.44	126.92	85.7	54.82	155.38	62.31	73.29	59.41	40.1	95.15	97.88	0.0	41.35	95.05	104.98	121.29	178.8	32.0	71.44	95.27	69.89	107.83	52.21	65.47	92.1	134.49	13.83	141.18	132.73	57.87	96.03	67.63	113.77	98.62	71.56	67.73	76.73	89.19	54.92	101.68	58.59	126.93	91.48	96.77	113.36	129.84	107.87	72.47	89.11	87.94	100.88	110.87	64.18	127.19	43.27	101.44	53.02	125.56	90.41	40.08	66.26	81.93	89.84	88.65	90.5	97.46	58.77	44.24	57.66	122.98	112.55	107.21	78.43	105.74	86.89
35	45.75	50.39	83.28	86.84	16.79	125.99	113.54	127.82	114.66	64.17	86.71	18.45	80.08	74.79	78.75	35.12	87.55	72.28	78.89	67.61	87.2	18.98	53.43	26.98	90.58	44.87	14.3	125.65	20.96	31.99	29.63	6.19	53.92	57.21	41.35	0.0	61.65	65.22	89.28	141.57	35.43	35.98	56.16	43.04	68.57	12.26	28.17	51.16	96.01	31.76	108.75	98.03	19.17	69.77	26.36	76.65	62.38	30.35	27.52	38.72	48.02	18.84	62.51	43.99	87.52	50.3	61.52	77.29	99.79	67.1	34.79	56.54	46.74	61.39	74.78	55.68	96.88	21.03	61.08	11.77	89.1	51.85	5.36	41.81	45.15	52.34	54.18	49.16	57.01	18.67	18.88	19.26	88.37	79.24	65.93	37.09	68.91	45.75
36	38.38	33.06	29.34	28.05	78.3	99.67	57.28	96.84	162.51	58.49	35.54	51.29	19.61	127.69	20.09	26.55	87.52	72.89	21.69	84.65	96.23	45.7	20.6	38.64	32.92	54.3	48.89	146.08	49.85	48.01	35.65	67.18	40.53	33.7	95.05	61.65	0.0	69.67	111.39	139.51	68.5	72.11	22.47	88.6	74.28	60.22	33.78	35.81	44.06	81.51	47.16	37.68	62.24	20.48	49.77	88.34	10.15	42.61	57.12	66.52	50.79	67.1	71.41	99.33	85.69	39.17	6.2	19.89	123.78	63.02	66.5	6.13	50.08	69.25	90.46	52.07	35.72	79.87	31.84	55.64	31.75	69.16	59.24	31.64	72.32	15.92	82.38	43.55	31.6	58.5	77.12	42.64	104.31	101.0	46.03	46.14	15.68	38.38
37	32.94	36.79	65.58	95.38	71.46	65.43	87.19	69.89	105.78	12.65	63.37	48.03	86.26	82.66	70.64	61.22	22.64	7.2	68.4	17.65	27.01	51.84	49.08	70.88	74.79	21.62	55.61	76.42	45.97	35.64	70.53	65.03	29.13	36.48	104.98	65.22	69.67	0.0	42.74	77.8	97.88	35.89	47.39	48.4	4.67	53.24	56.83	33.96	68.97	96.91	100.39	85.64	47.13	89.54	40.33	18.71	61.11	40.78	37.71	28.81	21.42	50.26	4.91	67.21	22.34	30.79	64.19	68.1	55.0	9.55	33.05	70.05	22.67	4.4	21.57	104.25	97.51	64.57	39.72	53.77	73.44	15.63	68.62	80.26	25.79	54.14	26.97	26.93	38.54	46.65	62.6	57.68	34.72	33.2	27.74	32.19	61.3	32.94
38	73.27	78.35	108.01	137.83	87.45	84.63	127.2	92.51	71.69	55.26	105.28	77.32	128.71	64.5	113.38	98.45	36.73	42.34	111.13	26.79	22.84	83.28	90.86	104.5	117.11	58.15	85.38	36.84	76.26	69.41	105.07	86.24	71.25	78.97	121.29	89.28	111.39	42.74	0.0	62.85	124.71	53.34	89.56	51.53	38.55	77.55	92.26	75.65	109.92	117.6	142.78	127.98	70.52	130.61	71.78	24.7	103.38	75.68	65.6	52.52	60.8	70.54	40.14	66.92	39.42	72.23	106.23	110.84	12.39	51.43	55.57	111.03	61.66	42.3	21.19	138.87	140.26	78.18	82.41	80.45	115.81	43.53	94.15	116.66	45.39	95.55	35.28	67.85	80.98	72.27	77.63	89.91	11.11	10.74	70.28	68.35	103.97	73.27
39	108.62	110.27	122.61	159.7	144.35	58.33	127.6	67.69	123.66	84.25	117.04	125.42	151.27	126.68	132.11	137.74	55.31	71.53	129.21	74.72	54.69	129.59	120.63	148.47	129.48	99.42	133.21	51.21	123.5	113.43	147.93	140.27	102.26	106.91	178.8	141.57	139.51	77.8	62.85	0.0	175.4	107.42	117.8	111.45	73.76	129.32	134.21	107.51	116.61	172.62	152.72	139.11	122.59	159.94	117.95	65.16	129.53	118.53	114.37	102.98	98.71	124.46	79.53	128.62	56.19	105.21	133.35	129.83	61.4	79.87	107.08	141.83	100.04	80.97	67.95	181.15	156.81	135.83	107.84	130.65	128.74	89.73	145.51	156.73	97.1	126.17	90.32	102.56	108.89	122.95	134.61	135.48	57.14	68.36	93.77	109.91	126.5	108.62
40	71.72	73.82	96.59	85.21	42.51	153.61	125.72	153.86	144.46	94.27	101.85	49.98	81.6	103.32	88.53	47.24	120.52	104.61	89.83	102.43	121.62	46.24	70.97	32.54	101.36	76.44	42.28	161.07	51.94	62.43	34.87	39.12	79.92	80.15	32.0	35.43	68.5	97.88	124.71	175.4	0.0	71.38	74.46	77.33	101.71	47.28	45.81	75.66	111.06	19.24	112.49	105.67	54.33	65.81	57.56	111.12	74.16	58.2	61.21	73.49	78.21	54.25	95.87	73.5	120.13	76.21	71.53	88.02	135.2	97.92	69.8	62.37	76.85	94.48	109.66	32.26	97.73	51.39	82.68	45.06	100.14	85.97	30.62	37.36	80.22	67.3	89.55	76.82	79.15	53.11	50.5	41.16	123.52	114.62	91.86	66.63	81.48	71.72
41	37.47	44.32	82.01	100.16	37.05	101.2	109.68	105.17	90.45	40.94	82.68	25.75	91.61	56.84	82.3	51.36	55.84	42.93	81.13	32.7	52.73	32.4	54.66	53.46	91.04	24.21	33.3	89.87	25.52	24.12	54.67	33.39	41.95	49.27	71.44	35.98	72.11	35.89	53.34	107.42	71.38	0.0	55.38	17.26	37.71	24.25	43.79	42.96	90.72	65.55	114.42	100.89	17.26	87.75	23.04	42.32	67.53	29.67	15.49	8.22	29.57	17.45	31.72	33.49	56.49	39.96	68.84	80.07	64.11	41.76	5.83	69.43	29.08	31.5	39.63	87.33	106.66	29.16	53.98	27.49	89.51	20.29	40.81	67.24	10.63	57.19	18.21	35.93	50.42	19.46	27.53	38.91	52.64	43.27	50.43	26.88	71.46	37.47
42	18.29	11.75	27.89	48.34	71.23	82.16	57.75	80.9	144.38	36.02	30.61	40.6	39.23	112.19	26.93	27.26	65.12	50.42	25.79	62.98	73.79	37.36	3.57	41.92	36.3	34.16	41.88	123.79	38.41	32.15	39.72	60.38	18.33	11.23	95.27	56.16	22.47	47.39	89.56	117.8	74.46	55.38	0.0	72.58	51.97	50.39	29.89	14.12	39.86	82.86	59.04	45.65	49.94	42.8	35.94	66.1	13.83	28.77	42.1	48.52	29.84	55.15	49.43	86.19	63.34	17.63	16.8	24.69	101.94	40.54	49.56	24.04	29.4	47.27	68.47	67.1	52.31	70.16	10.18	46.75	34.76	48.49	55.71	42.99	53.3	8.72	62.59	22.25	9.15	46.49	67.35	37.73	82.1	79.35	24.03	28.52	16.12	18.29
43	54.73	61.58	99.27	116.56	36.76	113.35	126.76	118.23	74.76	55.96	99.85	39.34	108.18	39.61	99.47	66.27	64.78	54.78	98.35	39.11	58.13	46.06	71.75	65.74	108.3	41.06	45.55	85.74	39.92	40.92	67.47	38.33	59.05	66.49	69.89	43.04	88.6	48.4	51.53	111.45	77.33	17.26	72.58	0.0	48.88	34.03	58.36	60.21	107.79	67.31	131.59	118.14	28.54	103.22	38.87	48.8	84.5	45.99	31.48	24.93	46.42	25.44	43.63	18.98	66.05	57.17	85.63	97.27	60.03	55.92	23.08	85.52	46.05	44.12	44.56	98.08	123.53	27.27	71.19	38.52	106.77	33.44	48.39	80.35	23.46	74.04	22.97	53.07	67.67	31.98	27.31	51.99	54.43	43.45	66.9	44.06	88.63	54.73
44	37.59	41.45	69.52	99.86	73.99	64.48	90.28	69.5	103.11	16.72	67.05	51.75	90.74	81.58	74.89	65.77	18.98	6.11	72.6	14.68	22.36	55.84	53.71	75.19	78.67	25.79	59.47	71.83	49.78	39.72	74.92	68.07	33.75	41.0	107.83	68.57	74.28	4.67	38.55	73.76	101.71	37.71	51.97	48.88	0.0	56.46	61.23	38.61	72.3	100.15	104.31	89.53	50.13	94.18	44.19	14.2	65.66	45.04	41.07	31.2	25.96	52.94	6.15	67.83	19.1	35.45	68.77	72.35	50.72	12.97	35.48	74.71	27.18	7.24	17.51	108.7	101.78	66.74	44.12	57.27	77.35	17.57	72.16	84.79	27.25	58.79	26.56	31.59	43.07	49.92	64.9	61.81	30.19	29.36	31.73	36.5	65.69	37.59
45	37.07	42.65	78.22	87.12	21.48	115.14	108.12	117.44	107.98	53.02	80.84	9.79	79.53	69.66	75.21	34.86	75.44	60.35	74.9	55.39	74.94	14.53	48.2	31.82	86.23	33.5	12.19	114.12	12.09	21.83	33.74	12.17	44.78	49.29	52.21	12.26	60.22	53.24	77.55	129.32	47.28	24.25	50.39	34.03	56.46	0.0	26.9	42.85	89.91	43.7	106.46	94.61	7.05	71.69	16.25	64.4	58.94	22.12	15.59	26.47	37.17	8.6	50.37	39.74	75.47	41.37	58.86	73.45	88.35	55.67	22.59	55.92	35.97	49.32	62.58	64.25	95.94	19.96	53.57	4.84	84.71	39.61	16.67	46.64	32.99	48.35	42.31	39.46	49.47	6.6	17.15	18.96	76.27	67.36	56.4	27.09	64.76	37.07
46	26.56	28.02	55.72	60.23	44.63	107.92	85.99	108.05	133.12	50.47	59.71	19.08	52.79	96.05	50.62	8.03	78.94	62.71	50.86	66.41	83.09	12.59	26.69	14.47	62.62	35.67	15.15	128.91	18.49	22.87	13.73	33.47	34.46	34.36	65.47	28.17	33.78	56.83	92.26	134.21	45.81	43.79	29.89	58.36	61.23	26.9	0.0	29.95	69.09	52.98	80.7	69.86	30.2	45.11	21.12	73.22	34.28	16.68	28.42	40.79	35.54	34.54	56.2	66.58	78.04	30.83	33.35	49.22	104.21	54.59	39.08	29.12	34.23	54.36	73.39	47.53	69.38	46.19	37.11	22.15	61.17	49.02	26.56	24.4	47.78	24.6	58.5	32.22	33.44	26.54	43.47	8.93	87.95	81.53	46.18	24.84	41.0	26.56
47	5.94	2.86	39.06	62.41	64.33	77.97	67.19	78.34	130.74	23.66	39.92	33.42	53.32	99.69	40.34	31.11	53.32	37.81	38.8	48.97	60.79	32.46	15.23	44.16	48.15	20.35	37.28	110.32	30.93	21.82	42.75	54.21	5.25	6.61	92.1	51.16	35.81	33.96	75.65	107.51	75.66	42.96	14.12	60.21	38.61	42.85	29.95	0.0	48.38	80.82	72.19	58.24	40.69	55.57	26.85	52.57	27.9	20.95	31.43	35.55	15.77	45.82	35.6	75.16	51.85	3.51	30.59	37.95	88.03	28.22	37.18	36.12	15.43	33.44	54.65	74.21	66.3	61.6	11.24	40.21	46.63	34.41	52.04	49.62	39.72	20.18	48.66	8.14	7.47	37.71	58.87	35.3	68.52	65.35	16.23	17.06	29.8	5.94
48	54.27	47.79	14.73	48.64	111.0	65.21	18.97	59.6	174.32	56.64	9.38	80.14	42.7	146.74	25.03	64.73	76.09	67.7	22.68	86.61	88.95	77.21	42.63	79.18	14.98	66.76	81.74	138.23	77.83	70.02	76.51	100.21	48.78	41.79	134.49	96.01	44.06	68.97	109.92	116.61	111.06	90.72	39.86	107.79	72.3	89.91	69.09	48.38	0.0	121.66	36.16	22.72	88.71	58.34	74.65	85.31	36.92	67.9	79.78	82.86	61.42	93.9	73.09	123.46	73.48	50.99	39.82	24.41	121.46	59.47	85.07	49.92	61.74	71.26	89.59	95.91	41.79	109.4	37.13	86.48	15.06	77.7	95.39	75.31	85.61	44.67	92.51	54.8	41.05	85.49	106.61	77.37	99.98	101.53	42.24	65.42	29.61	54.27
49	75.92	79.55	107.74	101.38	30.55	157.29	137.71	158.69	129.04	95.78	112.28	49.88	96.77	87.82	100.96	56.98	119.12	104.01	101.83	98.11	118.0	48.61	79.63	43.01	113.63	76.6	43.87	152.9	52.3	63.42	45.93	32.36	84.26	86.3	13.83	31.76	81.51	96.91	117.6	172.62	19.24	65.55	82.86	67.31	100.15	43.7	52.98	80.82	121.66	0.0	127.43	119.19	50.14	82.2	57.88	107.49	85.44	60.86	59.21	69.68	79.56	48.22	94.05	59.56	119.17	80.53	83.44	100.07	127.07	98.82	65.54	75.52	78.26	93.02	105.14	51.43	113.38	40.05	89.61	43.46	112.28	83.15	29.18	52.44	75.59	77.0	83.5	80.02	85.72	50.27	40.13	45.73	118.08	108.2	96.4	68.36	92.63	75.92
50	77.16	70.37	34.81	29.05	125.33	99.68	29.56	92.91	202.85	87.74	37.89	97.06	30.89	171.2	32.12	73.7	110.86	100.55	33.4	117.77	123.04	92.08	59.92	85.25	25.67	92.51	95.65	173.08	95.28	90.89	82.22	114.18	74.79	66.66	141.18	108.75	47.16	100.39	142.78	152.72	112.49	114.42	59.04	131.59	104.31	106.46	80.7	72.19	36.16	127.43	0.0	14.81	107.53	47.62	94.02	118.1	47.7	86.65	100.73	107.49	87.65	112.62	103.84	144.48	108.35	75.56	47.61	34.36	154.75	91.36	108.59	52.64	87.5	101.8	121.82	88.34	15.96	126.35	62.3	102.08	26.97	105.86	106.39	75.32	111.9	58.39	120.52	80.11	65.05	103.86	123.56	89.62	133.5	133.58	72.64	87.54	42.97	77.16
51	63.45	56.61	20.08	29.38	114.29	87.7	23.25	81.64	188.61	72.99	23.18	85.0	26.6	157.73	19.41	63.5	96.15	85.74	19.92	103.06	108.25	80.51	46.97	76.3	10.87	78.44	84.41	158.34	83.06	77.78	73.32	103.15	60.52	52.46	132.73	98.03	37.68	85.64	127.98	139.11	105.67	100.89	45.65	118.14	89.53	94.61	69.86	58.24	22.72	119.19	14.81	0.0	95.09	44.21	81.3	103.3	35.77	73.98	87.71	93.74	73.47	100.26	89.15	131.74	93.66	61.53	36.56	21.22	139.94	76.58	95.07	43.68	73.4	87.12	107.04	84.8	19.77	114.57	47.99	90.44	12.2	91.49	96.17	68.34	97.86	46.26	106.22	66.01	50.95	91.5	111.76	78.77	118.69	118.82	57.89	74.12	29.99	63.45
52	34.76	40.95	77.8	89.75	25.22	110.14	107.25	112.85	103.15	47.99	79.86	11.16	81.79	65.92	75.79	38.21	69.06	54.31	75.21	48.45	68.1	17.68	48.18	37.38	86.19	28.46	17.07	107.12	12.4	18.9	38.99	17.93	41.84	47.28	57.87	19.17	62.24	47.13	70.52	122.59	54.33	17.26	49.94	28.54	50.13	7.05	30.2	40.69	88.71	50.14	107.53	95.09	0.0	75.29	14.08	57.56	59.82	21.18	10.35	19.62	32.71	5.22	44.0	37.12	69.21	38.71	60.21	73.87	81.37	50.28	15.63	58.46	31.62	43.09	55.62	70.59	97.85	20.95	51.78	10.44	84.66	33.0	23.71	51.85	25.99	49.13	35.27	36.14	47.76	3.75	18.27	23.45	69.25	60.32	52.91	23.95	65.1	34.76
53	57.35	52.74	44.6	19.4	86.43	118.56	67.04	115.01	177.92	78.71	51.37	64.15	17.66	141.15	33.52	37.09	107.92	93.08	36.21	103.82	116.31	57.68	40.59	43.18	44.38	72.74	59.55	165.83	63.34	64.28	40.31	75.85	60.51	54.03	96.03	69.77	20.48	89.54	130.61	159.94	65.81	87.75	42.8	103.22	94.18	71.69	45.11	55.57	58.34	82.2	47.62	44.21	75.29	0.0	64.74	108.1	30.42	58.24	72.29	83.21	69.81	79.61	90.96	111.42	106.12	58.78	26.6	34.73	142.97	83.26	82.49	19.58	68.95	88.82	109.92	40.93	32.18	90.0	52.32	66.86	43.76	87.65	66.06	30.02	89.57	35.39	100.02	62.93	51.95	71.62	87.44	52.78	124.01	120.07	66.5	63.5	34.41	57.35
54	20.97	26.94	63.77	77.7	37.68	99.64	93.17	101.57	113.28	37.9	65.79	8.0	69.38	77.95	62.1	28.42	62.96	47.1	61.39	46.7	64.79	11.86	34.33	32.75	72.23	19.01	15.28	108.58	5.69	5.67	33.31	28.15	28.54	33.39	67.63	26.36	49.77	40.33	71.78	117.95	57.56	23.04	35.94	38.87	44.19	16.25	21.12	26.85	74.65	57.88	94.02	81.3	14.08	64.74	0.0	54.49	46.39	7.37	7.56	19.72	21.69	19.29	38.46	50.48	62.59	25.17	47.12	60.1	83.54	41.05	18.02	46.66	20.4	36.97	53.88	67.12	85.0	34.81	37.82	14.61	70.69	29.42	28.85	45.26	26.78	35.73	37.48	23.24	33.77	10.88	32.06	18.31	68.32	61.09	40.17	10.9	51.33	20.97
55	51.08	55.37	83.36	114.06	79.35	67.83	102.81	74.34	92.48	30.85	80.58	61.4	104.94	75.72	89.02	78.41	17.08	17.65	86.69	9.85	10.54	66.35	67.74	86.68	92.43	37.62	69.44	57.75	59.76	50.79	86.72	75.13	47.82	55.18	113.77	76.65	88.34	18.71	24.7	65.16	111.12	42.32	66.1	48.8	14.2	64.4	73.22	52.57	85.31	107.49	118.1	103.3	57.56	108.1	54.49	0.0	79.82	56.64	49.92	37.95	38.95	59.31	17.37	67.42	19.09	49.32	82.89	86.48	36.68	26.84	41.98	88.57	40.03	19.43	5.47	120.71	115.92	71.1	58.32	66.08	91.14	25.2	80.81	97.27	31.94	72.73	26.13	45.24	57.25	58.17	69.71	72.68	16.01	16.68	45.73	48.42	79.89	51.08
56	31.53	25.39	22.47	34.51	78.54	89.72	52.28	87.13	157.33	49.47	27.8	49.43	25.42	124.01	16.39	28.58	78.07	63.84	16.61	76.81	87.29	44.75	13.15	42.57	28.43	47.59	48.65	137.46	47.6	43.59	39.79	67.4	32.14	24.68	98.62	62.38	10.15	61.11	103.38	129.53	74.16	67.53	13.83	84.5	65.66	58.94	34.28	27.9	36.92	85.44	47.7	35.77	59.82	30.42	46.39	79.82	0.0	39.02	53.28	61.19	43.51	64.92	63.25	96.81	76.14	31.4	3.97	14.95	115.76	53.93	61.76	14.33	42.98	61.09	82.28	60.85	39.2	78.89	22.23	54.71	27.01	62.14	60.79	38.7	66.41	10.69	76.01	35.97	22.6	56.16	76.09	43.13	95.83	93.18	36.35	40.78	7.32	31.53
57	15.41	20.55	56.65	70.6	43.51	96.53	86.26	97.85	120.11	36.06	58.91	12.5	62.19	85.22	54.75	22.94	63.23	47.05	54.08	49.73	66.62	12.33	27.03	30.17	65.01	19.27	16.99	112.27	10.05	6.33	30.08	33.26	23.59	27.26	71.56	30.35	42.61	40.78	75.68	118.53	58.2	29.67	28.77	45.99	45.04	22.12	16.68	20.95	67.9	60.86	86.65	73.98	21.18	58.24	7.37	56.64	39.02	0.0	14.51	25.1	20.09	26.39	39.77	57.84	62.55	19.95	39.8	52.77	87.71	39.77	24.26	39.76	18.74	38.02	56.71	64.08	77.7	41.53	31.46	19.26	63.47	32.35	31.73	41.02	31.79	28.37	42.47	19.18	27.36	17.73	38.73	17.16	71.28	64.94	35.67	8.62	44.0	15.41
58	25.52	32.08	69.64	85.1	35.56	99.89	98.52	102.52	105.75	37.72	71.17	11.76	76.7	70.78	68.68	35.89	60.05	44.79	67.81	41.47	60.4	17.78	40.84	39.1	78.34	18.16	19.87	102.44	10.72	9.96	39.97	27.62	32.01	38.04	67.73	27.52	57.12	37.71	65.6	114.37	61.21	15.49	42.1	31.48	41.07	15.59	28.42	31.43	79.78	59.21	100.73	87.71	10.35	72.29	7.56	49.92	53.28	14.51	0.0	13.08	22.36	14.96	35.04	44.12	60.0	29.11	54.23	66.6	77.12	40.17	10.69	54.15	21.29	33.88	48.71	73.4	92.14	30.95	42.66	16.27	76.8	24.76	31.15	52.26	20.23	42.71	30.75	26.15	38.74	8.99	28.37	24.43	62.91	55.02	42.75	14.38	57.85	25.52
59	30.33	37.14	74.57	94.53	42.79	93.7	101.83	97.41	96.17	32.86	74.97	24.8	85.79	64.18	75.43	47.83	49.89	35.98	74.12	28.96	48.49	30.83	48.13	52.13	83.7	16.15	32.88	89.36	23.77	18.93	52.9	37.34	34.13	41.68	76.73	38.72	66.52	28.81	52.52	102.98	73.49	8.22	48.52	24.93	31.2	26.47	40.79	35.55	82.86	69.68	107.49	93.74	19.62	83.21	19.72	37.95	61.19	25.1	13.08	0.0	21.52	21.81	25.07	41.71	50.26	32.39	62.8	73.14	64.05	33.93	4.28	64.35	21.12	24.5	36.18	86.46	100.38	35.78	46.36	28.48	82.17	13.68	42.99	64.98	7.15	51.14	17.78	28.18	42.96	20.38	33.8	37.47	50.13	41.96	42.26	20.46	64.65	30.33
60	12.48	18.13	53.85	77.95	57.88	78.03	80.39	80.29	115.2	16.25	53.74	29.68	68.89	85.36	56.0	39.81	43.42	27.18	54.33	34.01	48.2	32.02	30.52	49.76	63.11	5.37	36.32	96.31	27.28	16.17	49.26	49.33	13.0	21.01	89.19	48.02	50.79	21.42	60.8	98.71	78.21	29.57	29.84	46.42	25.96	37.17	35.54	15.77	61.42	79.56	87.65	73.47	32.71	69.81	21.69	38.95	43.51	20.09	22.36	21.52	0.0	37.22	21.58	62.92	42.59	12.27	45.95	53.58	73.17	19.71	24.18	50.23	1.36	19.53	40.22	82.85	82.07	53.11	25.52	36.25	61.61	18.65	50.48	58.84	24.49	34.88	32.95	7.63	22.61	30.83	50.61	37.25	54.55	50.29	21.07	11.58	45.55	12.48
61	39.89	46.13	83.02	94.46	21.27	114.09	112.46	117.06	99.47	52.06	85.07	15.82	86.61	61.54	80.94	42.57	71.7	57.45	80.39	49.88	69.8	21.95	53.37	40.41	91.4	32.7	20.49	106.82	17.36	24.01	42.27	15.95	46.83	52.42	54.92	18.84	67.1	50.26	70.54	124.46	54.25	17.45	55.15	25.44	52.94	8.6	34.54	45.82	93.9	48.22	112.62	100.26	5.22	79.61	19.29	59.31	64.92	26.39	14.96	21.81	37.22	0.0	46.79	32.24	72.03	43.77	65.22	79.03	80.96	54.09	17.56	63.17	36.19	46.07	56.93	72.74	102.77	15.99	56.95	13.24	89.86	35.49	23.94	55.17	27.38	54.23	35.63	41.05	52.93	8.76	13.41	27.17	70.09	60.64	57.71	28.98	70.27	39.89
62	33.77	38.35	69.07	97.69	67.86	69.95	91.47	74.6	101.38	16.46	67.18	45.89	88.57	77.77	73.59	61.14	25.07	11.3	71.47	13.95	26.89	50.2	50.83	69.94	78.34	20.54	53.7	74.9	43.98	34.21	69.8	61.93	31.11	38.86	101.68	62.51	71.41	4.91	40.14	79.53	95.87	31.72	49.43	43.63	6.15	50.37	56.2	35.6	73.09	94.05	103.84	89.15	44.0	90.96	38.46	17.37	63.25	39.77	35.04	25.07	21.58	46.79	0.0	62.5	25.24	32.25	66.14	71.07	52.51	14.08	29.35	71.39	22.67	2.16	19.06	103.72	100.38	60.67	42.44	51.28	76.96	11.48	66.17	80.06	21.38	55.67	22.05	28.03	40.86	43.84	58.8	56.3	33.08	30.11	31.35	31.36	63.93	33.77
63	69.36	76.07	113.74	126.67	31.07	132.31	142.33	137.09	71.29	74.07	115.07	48.06	118.84	30.81	112.58	74.57	83.65	73.69	111.82	57.86	76.36	54.04	84.78	70.3	122.46	57.59	51.87	98.24	49.51	54.08	72.63	37.98	74.86	81.7	58.59	43.99	99.33	67.21	66.92	128.62	73.5	33.49	86.19	18.98	67.83	39.74	66.58	75.16	123.46	59.56	144.48	131.74	37.12	111.42	50.48	67.42	96.81	57.84	44.12	41.71	62.92	32.24	62.5	0.0	84.97	72.48	97.31	110.56	73.49	74.38	38.74	95.39	62.32	62.88	62.92	99.14	134.97	23.18	86.38	44.57	120.92	51.98	49.05	85.31	41.79	86.12	41.88	68.81	82.59	40.85	25.11	58.65	71.51	60.26	83.89	58.23	101.8	69.36
