param n:= 74 ;
param r:= 2 ;

param Tmax:= 1000 ;

param cant_clases:= 10 ;

param b:=
41	79.69	60.69	140.11	121.9	69.74	80.89	96.91	39.57	102.49	82.63	128.43	85.76	21.51	43.56	85.69	113.2	126.4	13.69	126.48	80.12	121.99	70.46	112.6	34.12	66.06	104.04	36.63	106.13	59.87	69.13	83.01	116.42	118.21	137.23	107.29	132.31	115.19	52.21	148.43	150.08	83.46	0.0	78.59	35.54	108.46	107.21	66.86	19.5	75.41	38.93	29.03	21.1	63.18	73.9	114.96	66.63	118.88	71.52	61.89	29.73	97.64	39.44	107.37	66.98	24.5	134.82	78.85	93.8	25.07	91.73	93.73	136.31	85.77	79.69
42	27.96	109.68	69.36	88.11	46.27	94.93	39.03	41.62	68.42	4.04	50.95	8.81	59.84	52.8	21.83	95.83	93.15	65.72	48.73	1.53	43.89	27.22	71.14	78.43	113.69	47.78	63.22	27.56	74.08	56.59	9.53	38.0	63.59	66.01	67.45	62.22	40.2	26.55	78.56	81.6	35.71	78.59	0.0	45.15	66.8	86.86	71.62	75.01	20.29	39.66	104.23	58.12	54.83	73.23	75.62	34.4	81.13	130.9	18.84	55.06	19.24	40.65	59.74	98.54	82.54	57.75	14.79	30.72	56.21	52.07	17.62	60.64	83.78	27.96
43	54.59	69.45	111.72	109.14	54.53	87.1	61.92	4.03	88.09	49.15	93.46	51.37	14.9	36.75	57.36	107.24	114.15	21.89	93.87	46.67	89.04	46.03	95.86	36.11	88.51	80.46	23.23	72.49	62.81	59.41	51.35	83.08	96.24	101.72	90.82	104.1	84.26	21.15	120.6	122.96	60.7	35.54	45.15	0.0	91.31	99.41	65.97	29.99	47.91	9.99	63.79	19.2	54.0	71.46	99.31	45.86	104.19	100.2	27.08	25.65	64.38	17.32	87.6	80.87	37.87	99.69	49.24	66.7	11.17	73.66	61.81	105.21	84.45	54.59
44	40.27	160.2	53.58	21.54	38.85	63.11	104.0	90.13	9.6	66.26	90.3	71.77	100.52	64.94	45.12	36.49	26.46	101.42	68.1	66.56	68.49	46.52	4.59	126.69	100.94	22.5	114.51	68.35	60.0	40.61	57.84	69.14	18.33	115.45	2.32	48.03	53.99	72.31	57.24	56.0	32.5	108.46	66.8	91.31	0.0	28.74	51.53	116.61	48.69	81.41	121.35	89.94	46.13	46.02	8.82	45.45	14.33	123.04	78.03	79.06	64.49	75.24	8.82	79.68	125.12	96.41	52.33	37.78	98.37	17.66	57.07	64.09	45.15	40.27
45	58.91	164.57	81.65	20.13	45.65	41.67	125.71	99.38	21.02	87.38	117.7	93.47	104.97	65.68	66.93	8.99	22.49	103.61	96.42	87.02	96.43	61.5	27.83	131.85	82.43	49.81	122.13	94.24	49.33	40.2	79.13	96.44	46.52	142.09	26.58	76.55	81.91	84.21	84.29	82.37	51.33	107.21	86.86	99.41	28.74	0.0	41.09	119.57	66.77	89.58	113.18	92.36	45.97	33.96	24.9	56.91	23.45	104.54	93.46	80.58	89.07	82.12	37.18	61.37	127.75	124.06	72.13	62.08	103.75	35.51	81.14	92.82	25.31	58.91
46	49.22	125.89	99.55	58.27	26.92	23.48	108.89	67.15	42.81	73.96	116.35	80.15	67.88	29.26	59.61	46.42	62.11	65.03	101.58	72.48	99.4	45.09	54.4	94.28	50.82	59.66	86.82	90.27	8.68	16.56	67.66	96.71	67.4	136.34	49.57	92.43	86.55	57.13	105.4	105.18	45.68	66.86	71.62	65.97	51.53	41.09	0.0	80.93	53.17	57.21	72.47	54.49	16.79	7.15	55.0	37.44	57.37	72.4	69.77	42.9	82.51	49.32	54.86	30.65	88.73	123.36	59.76	61.02	67.47	40.77	74.78	104.21	19.26	49.22
47	82.91	45.06	141.42	132.31	78.01	97.57	85.55	33.39	111.9	78.98	121.89	80.76	16.5	53.92	86.8	126.36	137.09	15.98	123.74	76.51	118.84	73.9	121.0	14.78	85.51	108.54	19.49	102.13	75.0	79.85	81.33	112.78	123.82	127.21	115.76	133.75	114.24	50.76	150.21	152.41	88.17	19.5	75.01	29.99	116.61	119.57	80.93	0.0	76.99	37.79	45.75	27.26	73.88	87.63	123.93	72.01	128.36	90.59	56.54	38.99	94.19	42.01	114.12	85.28	8.53	127.8	78.92	95.88	19.51	99.16	91.8	135.2	100.18	82.91
48	8.44	116.97	64.87	69.43	26.75	76.03	59.32	45.57	49.04	21.57	64.02	27.89	60.58	40.08	10.3	75.72	74.53	64.38	53.7	20.68	50.16	8.21	53.21	83.92	98.79	33.2	69.94	37.96	56.86	37.32	14.51	46.01	49.35	83.17	48.99	57.1	40.57	26.84	73.44	75.47	16.32	75.41	20.29	47.91	48.69	66.77	53.17	76.99	0.0	39.2	97.39	54.35	36.55	53.94	57.46	15.97	62.88	117.64	29.49	47.42	29.7	36.14	42.75	81.81	85.28	71.06	6.59	18.89	57.49	32.64	22.52	61.46	63.88	8.44
49	45.37	79.07	103.74	99.16	44.56	79.06	62.74	10.02	78.11	43.7	89.78	46.95	21.44	28.36	49.04	97.5	104.17	26.24	87.8	41.19	83.21	36.57	85.95	45.59	84.17	71.18	33.2	67.21	54.8	49.72	44.51	77.54	86.79	100.51	80.89	96.03	77.2	13.47	112.47	114.63	51.14	38.93	39.66	9.99	81.41	89.58	57.21	37.79	39.2	0.0	65.33	18.85	44.45	62.38	89.36	35.96	94.22	97.71	23.71	20.23	58.75	7.9	77.87	74.52	46.09	96.31	41.32	58.09	18.29	63.75	55.2	98.3	75.31	45.37
50	99.92	75.48	160.27	130.71	84.87	78.25	125.61	67.8	113.78	108.19	154.94	112.04	50.43	59.33	107.59	117.29	134.58	42.42	150.48	105.73	146.37	91.03	124.94	58.45	49.54	121.78	64.7	131.38	63.95	80.76	107.24	141.24	134.12	165.35	119.75	152.49	137.96	77.75	167.96	168.98	101.93	29.03	104.23	63.79	121.35	113.18	72.47	45.75	97.39	65.33	0.0	46.49	75.47	79.45	126.35	85.52	129.33	47.21	88.98	50.1	122.7	63.63	122.22	59.5	46.87	161.55	101.92	114.49	53.88	106.44	117.81	158.82	88.76	99.92
51	58.9	72.21	119.13	105.12	51.14	73.07	80.47	22.83	84.86	62.12	108.56	65.68	13.57	26.69	64.62	99.29	109.87	11.52	105.56	59.63	101.15	49.67	94.26	39.84	69.81	83.72	33.39	85.54	49.41	52.58	62.06	95.69	98.36	119.16	88.98	111.33	94.1	31.58	127.53	129.28	63.11	21.1	58.12	19.2	89.94	92.36	54.49	27.26	54.35	18.85	46.49	0.0	46.62	60.95	97.02	46.42	101.33	81.0	42.52	11.8	76.97	18.35	88.03	64.02	35.61	115.12	57.76	72.85	14.11	72.7	72.78	115.22	73.72	58.9
52	33.3	118.77	88.03	58.82	11.47	40.15	92.33	54.44	39.42	57.18	100.16	63.36	59.01	20.03	43.6	53.41	63.45	58.02	86.64	55.69	84.08	28.4	49.98	85.9	64.11	48.1	76.35	74.04	20.72	6.0	50.99	80.98	58.9	119.67	44.69	80.54	71.88	41.91	94.76	95.16	31.04	63.18	54.83	54.0	46.13	45.97	16.79	73.88	36.55	44.45	75.47	46.62	0.0	19.26	51.97	20.7	55.72	84.53	53.87	34.94	66.09	36.71	46.8	45.67	82.2	107.19	43.12	46.2	57.78	31.12	58.5	90.65	31.59	33.3
53	49.0	132.65	95.75	51.42	27.2	22.3	111.28	72.38	36.95	75.25	115.94	81.53	74.21	35.07	59.32	39.32	55.14	71.69	99.88	73.97	98.04	46.16	48.57	100.79	55.13	56.3	92.83	90.03	15.5	16.67	68.42	95.79	62.64	136.86	43.96	88.86	84.72	61.05	101.17	100.69	44.43	73.9	73.23	71.46	46.02	33.96	7.15	87.63	53.94	62.38	79.45	60.95	19.26	0.0	48.82	38.84	50.88	77.1	73.13	49.24	82.62	54.49	50.14	34.15	95.53	122.89	60.49	59.58	73.62	37.09	74.7	101.5	12.99	49.0
54	49.02	167.88	57.02	13.02	45.92	63.43	112.7	98.27	12.61	75.05	97.59	80.51	108.02	71.42	53.92	31.26	17.77	108.53	74.67	75.37	75.48	55.03	4.68	134.4	102.74	30.54	122.54	76.41	63.65	46.17	66.64	76.58	22.43	123.07	8.59	52.36	61.11	80.68	59.39	57.49	41.22	114.96	75.62	99.31	8.82	24.9	55.0	123.93	57.46	89.36	126.35	97.02	51.97	48.82	0.0	53.5	5.51	124.96	86.73	85.88	72.9	82.96	16.76	81.36	132.42	103.51	61.15	46.41	106.01	25.83	65.62	69.28	45.55	49.02
55	14.76	114.9	74.76	63.82	12.25	60.59	72.65	44.78	42.68	36.56	79.93	42.79	55.65	26.42	24.18	65.54	68.9	57.56	68.22	35.17	65.12	7.76	50.0	81.38	83.08	37.41	69.07	53.83	40.9	22.22	30.32	61.43	51.98	98.98	44.98	66.98	54.14	27.71	82.59	83.88	16.84	66.63	34.4	45.86	45.45	56.91	37.44	72.01	15.97	35.96	85.52	46.42	20.7	38.84	53.5	0.0	58.48	102.37	36.7	37.08	45.65	30.1	42.16	65.85	80.53	86.96	22.49	29.25	53.24	27.8	38.31	74.24	49.74	14.76
56	54.45	172.51	60.1	7.82	50.38	63.81	118.19	103.25	16.47	80.57	102.49	86.02	112.57	75.43	59.43	28.5	12.32	112.85	79.25	80.88	80.26	60.28	10.12	139.07	103.8	35.87	127.42	81.67	66.05	49.82	72.15	81.57	26.48	128.1	13.91	55.94	65.98	85.82	61.75	59.48	46.61	118.88	81.13	104.19	14.33	23.45	57.37	128.36	62.88	94.22	129.33	101.33	55.72	50.88	5.51	58.48	0.0	126.03	92.1	90.05	78.31	87.68	22.16	82.45	136.83	108.3	66.64	51.89	110.65	30.99	71.07	73.19	46.22	54.45
57	116.78	122.44	171.79	124.53	95.98	62.92	160.42	103.76	113.76	134.38	180.99	139.6	90.24	78.29	126.55	105.01	126.95	82.4	170.52	132.21	167.49	109.73	125.3	104.44	22.23	131.76	108.0	155.32	64.83	87.43	130.7	163.64	139.67	196.36	120.92	164.53	156.09	106.9	177.8	177.57	115.53	71.52	130.9	100.2	123.04	104.54	72.4	90.59	117.64	97.71	47.21	81.0	84.53	77.1	124.96	102.37	126.03	0.0	120.22	77.88	146.75	92.76	127.14	43.61	93.23	187.98	123.65	130.5	92.9	113.13	140.1	175.18	79.85	116.78
58	37.83	91.09	87.8	98.37	48.67	93.12	40.85	23.3	77.55	22.66	66.56	24.3	41.97	45.0	36.23	102.18	103.5	48.52	67.34	20.28	62.37	32.29	82.58	59.59	105.12	62.09	44.42	45.59	70.0	57.44	26.75	56.25	78.29	76.91	78.19	80.49	58.97	13.7	96.94	99.78	45.53	61.89	18.84	27.08	78.03	93.46	69.77	56.54	29.49	23.71	88.98	42.52	53.87	73.13	86.73	36.7	92.1	120.22	0.0	42.41	37.75	27.47	72.24	92.74	63.87	72.93	27.61	45.94	38.25	61.36	36.33	79.48	85.18	37.83
59	50.69	84.0	111.32	93.62	40.22	62.35	82.61	28.21	73.58	58.89	106.01	63.34	24.99	14.94	57.69	87.49	98.32	23.08	100.38	56.5	96.33	41.55	83.3	51.6	63.94	74.44	44.16	81.67	38.31	40.93	57.27	91.32	88.48	119.05	77.99	103.51	87.93	29.39	119.41	120.86	53.92	29.73	55.06	25.65	79.06	80.58	42.9	38.99	47.42	20.23	50.1	11.8	34.94	49.24	85.88	37.08	90.05	77.88	42.41	0.0	72.96	14.97	77.68	55.22	47.26	112.8	51.82	65.1	24.69	62.11	67.77	108.88	62.07	50.69
60	33.64	127.55	53.25	85.91	55.68	104.9	41.37	60.81	68.72	15.23	34.37	14.63	79.08	68.55	23.47	97.97	90.63	84.9	29.59	17.72	24.66	37.91	68.23	97.07	128.34	42.51	81.72	8.73	86.54	66.27	16.07	18.79	56.12	54.42	65.75	46.85	23.25	45.45	62.5	66.05	39.34	97.64	19.24	64.38	64.49	89.07	82.51	94.19	29.7	58.75	122.7	76.97	66.09	82.62	72.9	45.65	78.31	146.75	37.75	72.96	0.0	59.1	56.15	111.5	101.62	41.4	23.3	27.09	75.45	53.68	8.1	42.3	91.36	33.64
61	41.21	84.96	101.0	92.34	37.56	71.28	67.92	17.89	71.41	44.58	91.53	48.7	25.57	20.6	46.36	89.92	97.3	28.33	87.36	42.13	83.04	32.06	79.73	51.45	78.11	66.61	40.14	67.76	47.05	42.09	43.88	77.72	81.81	104.09	74.58	93.22	75.76	14.49	109.5	111.38	46.17	39.44	40.65	17.32	75.24	82.12	49.32	42.01	36.14	7.9	63.63	18.35	36.71	54.49	82.96	30.1	87.68	92.76	27.47	14.97	59.1	0.0	72.27	67.4	50.51	98.25	39.41	54.81	23.16	57.63	54.57	96.88	67.43	41.21
62	34.5	156.93	46.61	29.78	37.84	68.93	96.17	86.08	16.71	58.88	81.48	64.15	97.8	64.27	37.91	45.17	34.48	99.38	59.37	59.37	59.68	41.84	12.09	123.43	105.26	13.81	110.64	59.71	62.97	41.87	50.53	60.32	12.54	106.67	10.7	40.51	45.18	67.78	51.22	50.56	27.23	107.37	59.74	87.6	8.82	37.18	54.86	114.12	42.75	77.87	122.22	88.03	46.8	50.14	16.76	42.16	22.16	127.14	72.24	77.68	56.15	72.27	0.0	84.26	122.65	87.59	45.64	29.86	95.4	15.83	48.93	55.92	51.21	34.5
63	78.97	127.36	129.83	81.19	56.84	20.53	133.41	83.34	70.3	101.39	145.73	107.31	77.03	47.77	89.27	62.79	83.86	71.3	132.01	99.6	129.64	73.6	81.79	99.98	21.38	90.14	97.07	119.6	24.99	46.97	96.01	126.64	96.72	164.35	77.52	122.84	117.05	79.13	135.32	134.81	76.09	66.98	98.54	80.87	79.68	61.37	30.65	85.28	81.81	74.52	59.5	64.02	45.67	34.15	81.36	65.85	82.45	43.61	92.74	55.22	111.5	67.4	84.26	0.0	91.41	152.76	88.3	91.43	78.11	71.06	104.06	134.86	36.36	78.97
64	91.33	37.17	149.54	140.73	86.51	104.62	90.52	41.04	120.37	86.46	128.41	87.93	24.96	62.2	95.01	134.42	145.48	24.18	131.2	84.03	126.24	82.34	129.52	11.74	90.03	117.0	23.07	109.4	82.52	88.17	89.17	120.09	132.32	132.47	124.27	141.89	122.07	58.87	158.38	160.64	96.65	24.5	82.54	37.87	125.12	127.75	88.73	8.53	85.28	46.09	46.87	35.61	82.2	95.53	132.42	80.53	136.83	93.23	63.87	47.26	101.62	50.51	122.65	91.41	0.0	134.14	87.03	104.16	27.8	107.68	99.54	142.95	107.95	91.33
65	74.14	153.36	59.49	116.11	96.44	145.16	48.8	95.74	103.03	53.99	7.04	49.57	114.54	109.7	63.75	132.5	120.09	121.4	29.7	56.32	28.04	79.24	99.05	127.17	169.74	74.3	111.94	33.16	127.77	106.91	57.34	27.75	82.3	22.55	98.23	57.98	42.44	83.88	66.28	70.98	78.58	134.82	57.75	99.69	96.41	124.06	123.36	127.8	71.06	96.31	161.55	115.12	107.19	122.89	103.51	86.96	108.3	187.98	72.93	112.8	41.4	98.25	87.59	152.76	134.14	0.0	64.7	63.97	110.79	90.37	48.71	41.58	130.51	74.14
66	13.23	117.4	62.51	73.5	33.3	82.6	53.6	46.47	53.64	15.41	57.67	21.68	62.73	45.7	8.63	81.12	78.57	67.2	48.61	14.89	44.75	14.74	56.74	84.8	105.05	34.62	70.31	31.71	63.38	43.88	7.93	40.22	50.78	76.58	52.87	54.86	36.36	28.17	71.36	73.75	20.92	78.85	14.79	49.24	52.33	72.13	59.76	78.92	6.59	41.32	101.92	57.76	43.12	60.49	61.15	22.49	66.64	123.65	27.61	51.82	23.3	39.41	45.64	88.3	87.03	64.7	0.0	18.36	59.44	37.28	16.5	57.47	70.27	13.23
67	14.59	135.47	46.31	59.31	34.76	81.68	66.32	64.22	41.63	29.34	57.19	34.35	79.46	55.65	9.73	70.94	64.17	83.12	40.58	30.13	38.47	23.55	41.77	102.61	110.31	17.11	88.37	32.36	66.75	44.5	21.23	36.43	32.9	80.35	38.88	38.5	25.69	45.56	54.7	56.61	15.34	93.8	30.72	66.7	37.78	62.08	61.02	95.88	18.89	58.09	114.49	72.85	46.2	59.58	46.41	29.25	51.89	130.5	45.94	65.1	27.09	54.81	29.86	91.43	104.16	63.97	18.36	0.0	76.38	26.92	19.37	45.06	66.56	14.59
68	63.55	61.87	121.93	115.08	60.33	86.89	71.84	15.05	94.3	60.22	104.59	62.54	3.75	38.63	67.29	111.11	119.97	11.46	104.88	57.73	100.09	54.63	102.85	28.44	83.18	89.28	19.49	83.61	62.98	63.57	62.08	94.17	104.74	112.3	97.68	114.24	94.95	31.3	130.71	132.9	69.05	25.07	56.21	11.17	98.37	103.75	67.47	19.51	57.49	18.29	53.88	14.11	57.78	73.62	106.01	53.24	110.65	92.9	38.25	24.69	75.45	23.16	95.4	78.11	27.8	110.79	59.44	76.38	0.0	80.78	72.64	115.98	86.54	63.55
69	24.31	142.58	58.8	37.01	22.06	57.85	90.55	72.51	16.41	52.23	83.73	58.2	82.99	48.48	31.48	44.47	42.13	84.14	64.65	52.08	63.65	29.32	22.2	109.06	91.59	19.24	96.87	59.28	48.41	26.49	43.87	62.64	27.78	107.27	17.25	51.79	49.51	54.86	64.69	64.66	16.41	91.73	52.07	73.66	17.66	35.51	40.77	99.16	32.64	63.75	106.44	72.7	31.12	37.09	25.83	27.8	30.99	113.13	61.36	62.11	53.68	57.63	15.83	71.06	107.68	90.37	37.28	26.92	80.78	0.0	45.69	64.72	41.22	24.31
70	25.7	127.3	51.79	78.58	47.88	96.99	47.51	58.5	60.92	14.29	41.67	16.99	76.15	62.2	15.43	90.06	83.38	81.43	32.79	16.31	28.56	30.63	60.95	95.88	121.29	35.52	80.75	15.55	79.07	58.44	10.72	23.75	49.97	62.48	58.23	44.75	22.66	41.73	61.01	64.15	31.24	93.73	17.62	61.81	57.07	81.14	74.78	91.8	22.52	55.2	117.81	72.78	58.5	74.7	65.62	38.31	71.07	140.1	36.33	67.77	8.1	54.57	48.93	104.06	99.54	48.71	16.5	19.37	72.64	45.69	0.0	43.41	83.3	25.7
71	59.48	169.85	17.92	80.66	79.2	122.57	76.38	101.91	72.61	56.87	38.45	56.9	119.45	100.54	51.22	100.27	83.86	124.45	15.28	59.2	20.43	67.95	65.42	139.06	154.53	45.59	123.8	36.35	110.78	88.13	53.9	26.73	46.85	64.07	66.28	17.82	21.13	84.86	25.13	29.73	59.67	136.31	60.64	105.21	64.09	92.82	104.21	135.2	61.46	98.3	158.82	115.22	90.65	101.5	69.28	74.24	73.19	175.18	79.48	108.88	42.3	96.88	55.92	134.86	142.95	41.58	57.47	45.06	115.98	64.72	43.41	0.0	105.64	59.48
72	57.92	145.12	97.8	44.87	37.57	17.99	122.38	85.32	35.55	85.44	123.68	91.76	87.06	48.05	67.89	28.53	47.73	84.29	105.79	84.38	104.53	56.56	46.55	113.53	57.64	60.08	105.8	98.22	26.0	27.8	78.12	102.97	63.14	145.77	42.86	91.48	90.61	73.5	102.2	101.12	52.17	85.77	83.78	84.45	45.15	25.31	19.26	100.18	63.88	75.31	88.76	73.72	31.59	12.99	45.55	49.74	46.22	79.85	85.18	62.07	91.36	67.43	51.21	36.36	107.95	130.51	70.27	66.56	86.54	41.22	83.3	105.64	0.0	57.92
73	0.0	123.98	60.64	61.01	22.31	71.29	66.83	52.59	40.72	28.58	67.14	34.78	66.42	41.1	10.39	67.89	66.11	69.5	53.74	28.11	50.9	9.24	44.79	90.7	97.06	25.88	77.13	41.09	54.02	32.79	20.57	47.68	41.79	87.99	40.55	52.82	39.45	33.91	68.78	70.39	7.92	79.69	27.96	54.59	40.27	58.91	49.22	82.91	8.44	45.37	99.92	58.9	33.3	49.0	49.02	14.76	54.45	116.78	37.83	50.69	33.64	41.21	34.5	78.97	91.33	74.14	13.23	14.59	63.55	24.31	25.7	59.48	57.92	0.0
;

param W:=
1 8
2 9
3 10
4 10
5 12
6 6
7 7
8 11
9 7
10 10
;

param w
:	1	2	3	4	5	6	7	8	9	10 :=
0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	1	0	0	0	0	1
2	0	1	0	0	0	0	1	1	0	0
3	0	0	0	0	0	1	1	0	0	1
4	0	0	1	0	0	1	0	0	0	0
5	0	0	0	0	1	0	0	0	1	0
6	0	0	0	1	0	0	0	0	0	1
7	0	0	1	0	0	0	0	0	1	1
8	0	0	0	1	0	0	1	1	1	0
9	0	0	1	0	0	1	0	0	0	1
10	0	1	0	0	0	0	0	0	1	0
11	1	0	0	0	0	1	0	0	0	0
12	0	0	0	0	1	0	0	1	1	1
13	0	0	0	0	0	0	1	0	0	0
14	1	0	0	0	0	0	0	0	0	1
15	0	0	0	1	0	0	0	0	0	0
16	1	0	0	0	0	0	0	0	0	1
17	0	1	0	1	1	0	0	0	0	0
18	1	0	1	0	0	1	0	1	0	1
19	1	0	0	0	0	0	0	0	0	1
20	0	0	0	0	1	1	0	0	0	0
21	1	0	1	0	1	0	0	0	0	0
22	1	1	1	1	0	1	0	0	0	1
23	1	0	0	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0	1	0	0
25	0	0	0	0	1	0	0	0	0	0
26	1	0	1	0	1	0	0	0	0	1
27	0	0	0	0	0	0	1	0	0	0
28	0	0	0	1	1	0	0	0	0	0
29	0	0	0	0	0	0	0	0	0	0
30	0	1	0	1	0	1	0	0	0	1
31	0	0	0	0	0	0	0	0	0	0
32	0	0	0	1	0	0	0	1	0	0
33	0	0	0	1	0	0	1	0	0	0
34	1	1	1	0	1	0	0	1	0	1
35	0	0	0	0	1	0	0	0	1	0
36	0	0	1	0	0	0	0	0	0	1
37	0	0	0	0	1	0	0	1	0	0
38	0	0	0	0	0	0	0	0	1	0
39	0	0	0	0	0	0	0	0	1	0
40	0	0	0	0	0	1	0	0	0	1
41	0	0	0	0	0	0	0	0	0	0
42	1	0	1	0	0	0	1	0	0	0
43	0	0	0	0	0	0	1	0	1	0
44	1	0	1	1	0	0	0	0	0	1
45	0	0	0	1	0	0	0	1	0	0
46	1	1	1	0	0	0	0	0	0	0
47	0	0	0	0	0	1	0	1	0	0
48	0	1	0	0	1	0	1	1	1	0
49	0	0	0	0	0	0	0	0	1	0
50	0	0	1	0	0	0	0	0	1	1
51	0	1	0	0	0	0	0	0	0	0
52	0	0	1	0	0	0	1	1	0	0
53	1	0	1	0	1	1	0	0	0	0
54	0	1	1	1	1	0	0	0	0	0
55	0	1	0	1	0	0	0	0	0	1
56	0	1	0	1	0	0	0	0	1	0
57	0	0	0	1	1	0	0	0	0	0
58	0	0	0	0	0	0	0	0	0	0
59	1	0	0	0	0	0	0	0	1	0
60	0	0	0	1	0	1	1	1	0	1
61	0	0	0	0	0	1	0	0	0	0
62	0	0	0	0	1	0	1	0	0	0
63	0	0	0	1	0	0	0	0	0	1
64	0	0	0	0	0	0	0	0	0	0
65	0	0	0	1	0	0	0	0	0	0
66	0	1	0	0	1	0	0	1	0	0
67	0	1	0	0	0	0	0	0	1	0
68	1	0	0	0	0	0	0	0	0	0
69	0	0	0	0	0	0	0	0	0	0
70	0	0	0	0	1	0	0	0	0	0
71	0	0	1	1	0	1	0	0	0	0
72	1	0	0	0	1	0	0	1	0	0
73	0	0	0	0	0	0	0	0	0	0
;

